timestamp,user_id,client_ip,event_count,tap_event_rate,is_unusual_tap_frequency,time_since_last_tap,session_duration,time_of_day,inter_tap_variability,event_sequence_entropy,avg_user_tap_duration,std_user_tap_duration,avg_user_swipe_speed,std_user_swipe_speed,avg_user_swipe_distance,std_user_swipe_distance,avg_user_typing_wpm,std_user_typing_wpm,avg_user_typing_duration,std_user_typing_duration,avg_user_typing_length,std_user_typing_length,preferred_region,tap_region_entropy,swipe_direction_entropy,swipe_direction_consistency,preferred_field,field_entropy,client_x,client_y,screen_x,screen_y,page_x,page_y,duration,pointer_type,target,is_gesture,distance_from_center,region,normalized_x,normalized_y,is_near_edge,tap_pressure,distance_from_user_mean,tap_pressure_deviation,is_new_pointer_type,target_change_frequency
1752401909.595083,6,::1,7,0.6,False,3.585660934448242,86.39219307899475,15,7.210715720646075,0.586888904171389,102.6923076923077,21.854007255789377,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,top-left,0.6901856760188042,0,0,occupation,2.358139791411441,239.71434020996094,806.2857666015625,456.8000183105469,718.4000244140625,239.71434020996094,806.2857666015625,93,touch,BUTTON,False,767.9319899533772,bottom-left,0.12485121885935466,0.7465608950014467,False,0.093,311.2999909724792,0.009692307692307695,True,0.9629629629629629
1752401909.6028464,6,::1,8,0.8,False,0.007763385772705078,86.39995646476746,15,7.1035652308431905,0.5941300227248385,102.33333333333333,21.52345834802714,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,top-left,0.6924611526112329,0,0,occupation,2.358139791411441,239.71434020996094,806.2857666015625,239.71434020996094,806.2857666015625,239.71434020996094,806.2857666015625,93,gesture,N/A,True,767.9319899533772,bottom-left,0.12485121885935466,0.7465608950014467,False,0.093,299.7703616772021,0.009333333333333332,True,0.9642857142857143
1752401911.0287874,6,::1,7,0.6,False,1.425940990447998,87.82589745521545,15,6.983327413772607,0.6009473176568199,102.0,21.20646801601544,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,top-left,0.6931471805599453,0,0,occupation,2.358139791411441,52.28572463989258,742.2858276367188,325.6000061035156,673.6000366210938,52.28572463989258,742.2858276367188,85,touch,INPUT,False,929.9810545141214,bottom-left,0.027232148249944053,0.6873016922562211,False,0.085,327.94365158679574,0.016999999999999987,True,0.9655172413793104
1752401911.037392,6,::1,8,0.8,False,0.00860452651977539,87.83450198173523,15,6.885565437323195,0.6073661737030347,101.41379310344827,21.06724413081926,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,bottom-left,0.6925525323607232,0,0,occupation,2.358139791411441,52.28572463989258,742.2858276367188,52.28572463989258,742.2858276367188,52.28572463989258,742.2858276367188,85,gesture,N/A,True,929.9810545141214,bottom-left,0.027232148249944053,0.6873016922562211,False,0.085,316.63524980794074,0.01641379310344826,True,0.9666666666666667
1752401911.9179156,6,::1,9,1.0,False,0.880523681640625,88.71502566337585,15,6.780807437560587,0.613410049457059,100.86666666666666,20.921652792156635,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,bottom-left,0.6909233093138181,0,0,occupation,2.358139791411441,100.28573608398438,798.2857666015625,359.20001220703125,712.7999877929688,100.28573608398438,798.2857666015625,128,touch,BUTTON,False,897.6748591832197,bottom-left,0.05223215421040853,0.7391534875940393,False,0.128,316.6212084491757,0.027133333333333343,True,0.967741935483871
1752401911.9264722,6,::1,10,1.2,False,0.008556604385375977,88.72358226776123,15,6.690856375121143,0.6191006644255871,101.74193548387096,21.13240554210139,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,bottom-left,0.6884572217893625,0,0,occupation,2.358139791411441,100.28573608398438,798.2857666015625,100.28573608398438,798.2857666015625,100.28573608398438,798.2857666015625,129,gesture,N/A,True,897.6748591832197,bottom-left,0.05223215421040853,0.7391534875940393,False,0.129,306.4076210798474,0.02725806451612904,True,0.96875
1752401933.4671805,6,::1,5,0.2,False,21.540708303451538,110.26429057121277,15,7.343755180272932,0.6244581633085649,102.59375,21.33345286017948,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,bottom-left,0.6853142072764582,0,0,occupation,2.358139791411441,215.7142791748047,406.2857360839844,440.0,438.3999938964844,215.7142791748047,406.2857360839844,78,touch,INPUT,False,756.201519833756,top-left,0.11235118707021077,0.3761904963740596,False,0.078,156.53802028691325,0.024593749999999998,True,0.9696969696969697
1752401933.4720066,6,::1,6,0.4,False,0.004826068878173828,110.26911664009094,15,7.255645484795391,0.6295012608763815,101.84848484848484,21.42657824478919,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,bottom-left,0.6890092384766586,0,0,occupation,2.358139791411441,215.7142791748047,406.2857360839844,215.7142791748047,406.2857360839844,215.7142791748047,406.2857360839844,80,gesture,N/A,True,756.201519833756,top-left,0.11235118707021077,0.3761904963740596,False,0.08,151.7944439145826,0.02184848484848484,True,0.9705882352941176
1752401959.0721326,6,::1,2,0.2,False,25.600126028060913,135.86924266815186,15,8.0770916011501,0.6161133065404139,101.20588235294117,21.429473123226813,0,0,0,0,90.16883116883118,156.39173281679254,115.68831168831169,160.68758587082502,5.402597402597403,3.1756367201200884,bottom-left,0.6914160776171183,0,0,occupation,2.4466984667464082,240.85716247558594,497.7143249511719,457.6000061035156,502.3999938964844,240.85716247558594,497.7143249511719,100,touch,BUTTON,False,720.3849658876849,top-left,0.12544643878936768,0.460846597177011,False,0.1,53.25333531499906,0.0012058823529411677,True,0.9714285714285714
1752401959.0827982,6,::1,3,0.4,False,0.010665655136108398,135.87990832328796,15,7.988509934142066,0.6210863745552451,101.17142857142858,21.12207472802628,0,0,0,0,90.16883116883118,156.39173281679254,115.68831168831169,160.68758587082502,5.402597402597403,3.1756367201200884,bottom-left,0.6927389617440811,0,0,occupation,2.4466984667464082,240.85716247558594,497.7143249511719,240.85716247558594,497.7143249511719,240.85716247558594,497.7143249511719,101,gesture,N/A,True,720.3849658876849,top-left,0.12544643878936768,0.460846597177011,False,0.101,51.73181144885627,0.00017142857142857237,True,0.9722222222222222
1752401960.2831368,6,::1,4,0.6,False,1.20033860206604,137.080246925354,15,7.88909797936617,0.6257975597109813,101.16666666666667,20.82666559965853,0,0,0,0,90.16883116883118,156.39173281679254,115.68831168831169,160.68758587082502,5.402597402597403,3.1756367201200884,top-left,0.6931471805599453,0,0,occupation,2.4466984667464082,210.0,430.2857360839844,436.0,455.20001220703125,210.0,430.2857360839844,91,touch,INPUT,False,757.9823346929882,top-left,0.109375,0.39841271859628186,False,0.091,124.41332638458807,0.010166666666666671,True,0.972972972972973
1752401960.289133,6,::1,5,0.8,False,0.005996227264404297,137.0862431526184,15,7.8061413224680685,0.6302600251438818,100.89189189189189,20.609344225222646,0,0,0,0,90.16883116883118,156.39173281679254,115.68831168831169,160.68758587082502,5.402597402597403,3.1756367201200884,top-left,0.6927819059876479,0,0,occupation,2.4466984667464082,210.0,430.2857360839844,210.0,430.2857360839844,210.0,430.2857360839844,92,gesture,N/A,True,757.9823346929882,top-left,0.109375,0.39841271859628186,False,0.092,121.05080404986941,0.008891891891891893,True,0.9736842105263158
1752401977.6518948,6,::1,8,0.2,False,17.362761735916138,154.44900488853455,15,8.006988604324825,0.6202760843034123,100.65789473684211,20.38611022987733,0,0,0,0,93.6547619047619,159.8021465711673,116.54761904761905,161.83040834700887,5.440476190476191,3.1598341972633643,top-left,0.6917614988524178,0,0,occupation,2.5296429109070346,235.1428680419922,537.71435546875,453.6000061035156,530.4000244140625,235.1428680419922,537.71435546875,92,touch,BUTTON,False,724.8607355356696,top-left,0.12247024377187093,0.4978836624710648,False,0.092,26.024045814836374,0.008657894736842114,True,0.9743589743589743
1752401977.661524,6,::1,9,0.4,False,0.009629249572753906,154.4586341381073,15,7.929611656932854,0.6246435805602666,100.43589743589743,20.16953131397401,0,0,0,0,93.6547619047619,159.8021465711673,116.54761904761905,161.83040834700887,5.440476190476191,3.1598341972633643,top-left,0.6901856760188042,0,0,occupation,2.5296429109070346,235.1428680419922,537.71435546875,235.1428680419922,537.71435546875,235.1428680419922,537.71435546875,93,gesture,N/A,True,724.8607355356696,top-left,0.12247024377187093,0.4978836624710648,False,0.093,25.356762588814906,0.007435897435897426,True,0.975
1752401979.082043,6,::1,10,0.6,False,1.4205188751220703,155.87915301322937,15,7.83989956362573,0.6287993940937805,100.25,19.949624056608187,0,0,0,0,93.6547619047619,159.8021465711673,116.54761904761905,161.83040834700887,5.440476190476191,3.1598341972633643,top-left,0.6881388137135884,0,0,occupation,2.5296429109070346,262.57147216796875,424.5714416503906,472.8000183105469,451.20001220703125,262.57147216796875,424.5714416503906,113,touch,INPUT,False,706.9160512512243,top-left,0.13675597508748372,0.39312170523184314,False,0.113,112.00337932591462,0.012749999999999997,True,0.975609756097561
1752401979.088616,6,::1,11,0.8,False,0.0065729618072509766,155.88572597503662,15,7.766920336199498,0.6327532106005813,100.5609756097561,19.80274528946442,0,0,0,0,93.6547619047619,159.8021465711673,116.54761904761905,161.83040834700887,5.440476190476191,3.1598341972633643,top-left,0.6856925884481759,0,0,occupation,2.5296429109070346,262.57147216796875,424.5714416503906,262.57147216796875,424.5714416503906,262.57147216796875,424.5714416503906,113,gesture,N/A,True,706.9160512512243,top-left,0.13675597508748372,0.39312170523184314,False,0.113,109.27158958625819,0.0124390243902439,True,0.9761904761904762
1752401984.2148502,6,::1,2,0.2,False,5.126234292984009,161.01196026802063,15,7.676554784478615,0.634679363863486,100.85714285714286,19.657267441465667,0,0,0,0,94.25882352941177,158.9557950346149,117.12941176470588,160.96399219082173,5.4,3.1630216379836766,top-left,0.6829081047004717,0,0,occupation,2.563844120176818,270.5714416503906,538.857177734375,478.3999938964844,531.2000122070312,270.5714416503906,538.857177734375,92,touch,BUTTON,False,689.4295055411768,top-left,0.14092262585957846,0.49894183123553243,False,0.092,13.073568829128561,0.008857142857142869,True,0.9767441860465116
1752401984.2278905,6,::1,3,0.4,False,0.013040304183959961,161.0250005722046,15,7.6085876741295575,0.6383040000407103,100.65116279069767,19.473158295375587,0,0,0,0,94.25882352941177,158.9557950346149,117.12941176470588,160.96399219082173,5.4,3.1630216379836766,top-left,0.6798376211857489,0,0,occupation,2.563844120176818,270.5714416503906,538.857177734375,270.5714416503906,538.857177734375,270.5714416503906,538.857177734375,93,gesture,N/A,True,689.4295055411768,top-left,0.14092262585957846,0.49894183123553243,False,0.093,12.769532344730287,0.007651162790697663,True,0.9772727272727273
1752401986.9527822,6,::1,4,0.6,False,2.7248916625976562,163.74989223480225,15,7.523165106881363,0.6417527090587234,100.47727272727273,19.284342019043276,0,0,0,0,94.25882352941177,158.9557950346149,117.12941176470588,160.96399219082173,5.4,3.1630216379836766,top-left,0.6765259604934999,0,0,occupation,2.563844120176818,255.7142791748047,423.4285583496094,468.0,450.3999938964844,255.7142791748047,423.4285583496094,121,touch,INPUT,False,713.8678291999965,top-left,0.13318452040354412,0.392063479953342,False,0.121,108.23226939501468,0.020522727272727262,True,0.9777777777777777
1752401986.9602132,6,::1,5,0.8,False,0.0074310302734375,163.75732326507568,15,7.459223958060195,0.6450331516760341,100.93333333333334,19.307338846493927,0,0,0,0,94.25882352941177,158.9557950346149,117.12941176470588,160.96399219082173,5.4,3.1630216379836766,top-left,0.6730116670092565,0,0,occupation,2.563844120176818,255.7142791748047,423.4285583496094,255.7142791748047,423.4285583496094,255.7142791748047,423.4285583496094,121,gesture,N/A,True,713.8678291999965,top-left,0.13318452040354412,0.392063479953342,False,0.121,105.82710785290328,0.020066666666666663,True,0.9782608695652174
1752402006.4992144,6,::1,3,0.2,False,19.53900122642517,183.29632449150085,15,7.73348669192028,0.6365141682948128,101.3695652173913,19.319238772981866,0,0,0,0,95.83695652173913,156.94677006620907,116.79347826086956,159.00571072896543,5.141304347826087,3.188230808768571,top-left,0.6693279632926454,0,0,occupation,2.637875776722577,261.4285888671875,536.571533203125,472.0,529.6000366210938,261.4285888671875,536.571533203125,113,touch,BUTTON,False,698.579824241057,top-left,0.13616072336832682,0.49682549370659723,False,0.113,9.787541909673521,0.011630434782608709,True,0.9787234042553191
1752402006.5133626,6,::1,4,0.4,False,0.014148235321044922,183.3104727268219,15,7.672198256209778,0.6397869808365589,101.61702127659575,19.18615767803329,0,0,0,0,95.83695652173913,156.94677006620907,116.79347826086956,159.00571072896543,5.141304347826087,3.188230808768571,top-left,0.6655035440134902,0,0,occupation,2.637875776722577,261.4285888671875,536.571533203125,261.4285888671875,536.571533203125,261.4285888671875,536.571533203125,114,gesture,N/A,True,698.579824241057,top-left,0.13616072336832682,0.49682549370659723,False,0.114,9.579296337127241,0.012382978723404256,True,0.9791666666666666
