timestamp,user_id,model_type,anomaly_score,is_warmup,samples_count,features_processed,risk_level,action_taken,session_duration
2025-07-20 12:40:01,8,tap,0.7061,False,699,0,medium,security_challenge,0
2025-07-20 12:40:01,8,tap,0.6878,False,700,0,medium,security_challenge,0
2025-07-20 12:40:01,8,tap,0.6879,False,701,0,medium,security_challenge,0
2025-07-20 12:40:01,8,typing,0.6015,False,425,0,medium,security_challenge,0
2025-07-20 12:40:01,8,typing,0.8174,False,426,0,high,require_additional_auth,0
2025-07-20 12:40:01,8,typing,0.8174,False,426,0,medium,security_alert,0
2025-07-20 12:40:02,8,typing,0.5763,False,427,0,medium,security_challenge,0
2025-07-20 12:40:42,8,tap,0.6933,False,702,0,medium,security_challenge,0
2025-07-20 12:40:42,8,tap,0.6921,False,703,0,medium,security_challenge,0
2025-07-20 12:40:43,8,tap,0.7048,False,704,0,medium,security_challenge,0
2025-07-20 12:40:43,8,tap,0.704,False,705,0,medium,security_challenge,0
2025-07-20 12:40:43,8,tap,0.6945,False,706,0,medium,security_challenge,0
2025-07-20 12:40:43,8,tap,0.6933,False,707,0,medium,security_challenge,0
2025-07-20 12:40:44,8,tap,0.7083,False,708,0,medium,security_challenge,0
2025-07-20 12:40:44,8,tap,0.8811,False,709,0,high,require_additional_auth,0
2025-07-20 12:40:44,8,tap,0.8811,False,709,0,medium,security_alert,0
2025-07-20 12:42:24,8,tap,0.794,False,710,0,medium,security_challenge,0
2025-07-20 12:42:24,8,tap,0.776,False,711,0,medium,security_challenge,0
2025-07-20 12:42:26,8,swipe,0.6934,False,63,0,medium,security_challenge,0
2025-07-20 12:42:26,8,swipe,0.6625,False,64,0,medium,security_challenge,0
2025-07-20 12:45:10,test_user_123,tap,0.0517,True,1,0,low,none,0
2025-07-20 12:45:11,test_user_123,typing,0.0513,True,1,0,low,none,0
2025-07-20 12:45:12,test_user_123,swipe,0.052,True,1,0,low,none,0
2025-07-20 12:47:48,8,tap,0.5998,False,712,0,medium,security_challenge,0
2025-07-20 12:47:48,8,tap,0.5999,False,713,0,medium,security_challenge,0
2025-07-20 12:47:48,8,typing,0.6022,False,428,0,medium,security_challenge,0
2025-07-20 12:47:49,8,typing,0.6568,False,429,0,medium,security_challenge,0
2025-07-20 12:47:49,8,typing,0.5769,False,430,0,medium,security_challenge,0
2025-07-20 12:47:49,8,typing,0.5805,False,431,0,medium,security_challenge,0
2025-07-20 12:47:49,8,typing,0.5742,False,432,0,medium,security_challenge,0
2025-07-20 12:47:49,8,typing,0.6073,False,433,0,medium,security_challenge,0
