timestamp,datetime,user_id,session_id,model_type,anomaly_score,is_warmup,sample_count,risk_level,threshold_high,threshold_medium,threshold_low,features_processed,feature_count,model_version,processing_time_ms,alert_triggered,alert_severity,user_action_taken,model_confidence,feature_importance,statistical_deviation,historical_mean,historical_std,z_score,model_params,data_quality_score,drift_detected,notes
1752947935.273244,2025-07-19 23:28:55.273247,8,,tap_alert,0.925306,False,660,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.078708,0.846597,0.032909,2.391609,{},1.0,False,Alert: medium risk detected for tap model
1752947936.547683,2025-07-19 23:28:56.547693,8,,tap_alert,0.930123,False,661,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.081982,0.848141,0.034364,2.385655,{},1.0,False,Alert: medium risk detected for tap model
1752947937.933556,2025-07-19 23:28:57.933562,8,,tap_alert,0.888462,False,662,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.038745,0.849717,0.035846,1.080845,{},1.0,False,Alert: medium risk detected for tap model
1752947939.185904,2025-07-19 23:28:59.185908,8,,tap_alert,0.876078,False,663,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.025629,0.850448,0.035895,0.713986,{},1.0,False,Alert: medium risk detected for tap model
1752947940.702579,2025-07-19 23:29:00.702587,8,,tap_alert,0.847434,False,664,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.003489,0.850923,0.035729,-0.097652,{},1.0,False,Alert: medium risk detected for tap model
1752947942.043858,2025-07-19 23:29:02.043862,8,,tap_alert,0.832844,False,665,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.018015,0.85086,0.035406,-0.508808,{},1.0,False,Alert: medium risk detected for tap model
1752947943.298999,2025-07-19 23:29:03.299004,8,,tap_alert,0.821923,False,666,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.028615,0.850538,0.035169,-0.813628,{},1.0,False,Alert: medium risk detected for tap model
1752947944.545979,2025-07-19 23:29:04.545982,8,,tap_alert,0.832961,False,667,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.017075,0.850036,0.035061,-0.48699,{},1.0,False,Alert: medium risk detected for tap model
1752947945.961485,2025-07-19 23:29:05.961490,8,,tap_alert,0.892988,False,668,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.043246,0.849741,0.034828,1.241656,{},1.0,False,Alert: medium risk detected for tap model
1752947947.294743,2025-07-19 23:29:07.294748,8,,tap_alert,0.8741,False,669,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.023626,0.850474,0.03498,0.675379,{},1.0,False,Alert: medium risk detected for tap model
1752948027.042091,2025-07-19 23:30:27.042094,8,,tap_alert,0.928945,False,670,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.078076,0.850868,0.034819,2.242267,{},1.0,False,Alert: medium risk detected for tap model
1752948028.314282,2025-07-19 23:30:28.314286,8,,tap_alert,0.926325,False,671,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.074177,0.852148,0.035928,2.064559,{},1.0,False,Alert: medium risk detected for tap model
1752948029.794134,2025-07-19 23:30:29.794137,8,,typing_alert,0.816828,False,402,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.080032,0.89686,0.050499,-1.584786,{},1.0,False,Alert: medium risk detected for typing model
1752948162.378932,2025-07-19 23:32:42.378936,8,,tap_alert,0.939529,False,672,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.086185,0.853345,0.036841,2.339275,{},1.0,False,Alert: medium risk detected for tap model
1752948163.6622,2025-07-19 23:32:43.662205,8,,tap_alert,0.908697,False,673,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.053985,0.854713,0.038102,1.416798,{},1.0,False,Alert: medium risk detected for tap model
1752948165.056499,2025-07-19 23:32:45.056504,8,,typing_alert,0.900819,False,403,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.011962,0.888857,0.053587,0.223228,{},1.0,False,Alert: medium risk detected for typing model
1752948350.930327,2025-07-19 23:35:50.930332,8,,tap_alert,0.834497,False,674,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.021059,0.855556,0.038392,-0.548515,{},1.0,False,Alert: medium risk detected for tap model
1752948352.230029,2025-07-19 23:35:52.230037,8,,tap_alert,0.82834,False,675,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.026892,0.855232,0.038183,-0.70426,{},1.0,False,Alert: medium risk detected for tap model
1752948374.127226,2025-07-19 23:36:14.127229,8,,tap_alert,0.830889,False,676,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.023936,0.854825,0.038035,-0.629291,{},1.0,False,Alert: medium risk detected for tap model
1752948375.376472,2025-07-19 23:36:15.376475,8,,tap_alert,0.824323,False,677,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.030145,0.854467,0.037862,-0.796165,{},1.0,False,Alert: medium risk detected for tap model
1752948407.830933,2025-07-19 23:36:47.830936,8,,tap_alert,0.813758,False,678,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.040266,0.854024,0.037757,-1.066433,{},1.0,False,Alert: medium risk detected for tap model
1752948409.092765,2025-07-19 23:36:49.092769,8,,tap_alert,0.803238,False,679,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.050203,0.853441,0.03779,-1.328434,{},1.0,False,Alert: medium risk detected for tap model
